scenario_id,scenario_family,condition,scenario_stratum,repetition,latency_seconds,log_latency
EVAL-057,EVAL-MIS-07,qwen_fixed_team,synthetic_misconfiguration,1,51.46941841899752,3.9409878141836399
EVAL-058,EVAL-MIS-07,qwen_fixed_team,synthetic_misconfiguration,1,75.900374468004884,4.3294216180917173
EVAL-059,EVAL-CLN-05,qwen_fixed_team,clean_control,1,78.263775492996501,4.3600848585651564
EVAL-060,EVAL-CLN-05,qwen_fixed_team,clean_control,1,32.545702764997259,3.482645340430703
EVAL-001,EVAL-KEV-A-01,qwen_fixed_team,recent_kev_0_30,2,63.006036492006388,4.1432305391347803
EVAL-002,EVAL-KEV-A-01,qwen_fixed_team,recent_kev_0_30,2,58.117048714986595,4.0624590582487468
EVAL-003,EVAL-KEV-A-02,qwen_fixed_team,recent_kev_0_30,2,59.708257772996149,4.0894703319887817
EVAL-004,EVAL-KEV-A-02,qwen_fixed_team,recent_kev_0_30,2,65.900552206010616,4.1881468209272326
EVAL-005,EVAL-KEV-A-03,qwen_fixed_team,recent_kev_0_30,2,79.46364707799512,4.375299647621544
EVAL-006,EVAL-KEV-A-03,qwen_fixed_team,recent_kev_0_30,2,64.684445240993227,4.1695207590169909
EVAL-007,EVAL-KEV-B-01,qwen_fixed_team,recent_kev_31_60,2,71.258759838994592,4.2663177567003254
EVAL-008,EVAL-KEV-B-01,qwen_fixed_team,recent_kev_31_60,2,82.751684732000285,4.4158443733490218
EVAL-009,EVAL-KEV-B-02,qwen_fixed_team,recent_kev_31_60,2,66.205745716011734,4.1927672524698716
EVAL-010,EVAL-KEV-B-02,qwen_fixed_team,recent_kev_31_60,2,69.89341867499752,4.2469714913735404
EVAL-011,EVAL-KEV-B-03,qwen_fixed_team,recent_kev_31_60,2,30.453390359987679,3.4161973298293766
EVAL-012,EVAL-KEV-B-03,qwen_fixed_team,recent_kev_31_60,2,29.927495384996291,3.3987776359372543
EVAL-013,EVAL-KEV-C-01,qwen_fixed_team,recent_kev_61_90,2,68.331171392012038,4.2243660518041235
EVAL-014,EVAL-KEV-C-01,qwen_fixed_team,recent_kev_61_90,2,54.730179968995799,4.0024152934565738
EVAL-015,EVAL-KEV-C-02,qwen_fixed_team,recent_kev_61_90,2,57.051466582997818,4.043953782953964
EVAL-016,EVAL-KEV-C-02,qwen_fixed_team,recent_kev_61_90,2,61.607246757004759,4.1207795057793462
EVAL-017,EVAL-KEV-C-03,qwen_fixed_team,recent_kev_61_90,2,58.637483411985158,4.0713741407636412
